text,rate,funny,useful,cool,label
"Congrats to this place's fellow (white) skaters and surfers. You have your own exclusive spot.

Everyone else get ready for some hard core side eye if you're not just ignored, including by the owner. (Same observation has been mentioned by other reviewers of color.) Hence my first 1-star review out of the past 70 I've written.

These folks really give off a bad and judgmental vibe. No thanks! Note: I rarely write anything negative, but sometimes you gotta call out the rare hostile business.",1,0,1,0,0
"Just ate at this place and now my stomach hurts. Also, Izakaya is a type of Japanese pub. I've never been to a pub that doesn't have any alcoholic beverages except for this one. Stay away",1,2,0,0,0
"Came for lunch, mediocre at best. The chicken salad was just lettuce and mustard. Ordered broccoli beef and the broccoli was steamed well, but it and the beef had absolutely no flavor. I had to drown everything in sauce sauce to make it edible. The sweet and sour soup was the only thing that was actually tasty. The lunch portion was tiny. We left very disappointed and will never go back.",1,0,1,0,0
""" Shanghai Flavor Shop"" use to be #1 Authentic Pan Fried Pork Bun"" in bay area. despite they are DIRTY, they do not have Air conditioning ( so cheap) & horrible customer service .... I do not mind , because they made the best"" juicy pan fired bun ""no kidding , the best!!
to avoid dirty, ""unable to avoid"" , I will do take out only , Air conditioning , you can go only winter time or temperature below 75, 

Despite all above ... I will not go there anymore. why , because the bun is not authentic anymore , I do not know when they start use MACHINE to make bun , no more hand made , excuse me, totally not acceptable , they just try to fool us , if its machine made, we can find MACHINE MADE BUN in any supermarket !!! they just try to be LAZY !!",1,1,1,0,0
"Actually a 2.5. Sunday Brunch on 10/20/19. A friend kindly treated me to brunch here for my birthday before roaming the Danville Fall Fest. She gave me the choice of any downtown restaurant - I picked Harvest because I'd never been there. 

We didn't have reservations, but there were plenty of tables inside and out. I knew the brunch menu would be limited - no problem. Friendly greeting from the hostess. My friend announced that we were there for my birthday. A cheerful ""happy birthday."" We opted for outside in the heated area (it was colder inside than outside!). All good so far. 

We were seated at 11:15 AM. We were brought water and menus. Another table near us was seated at 11:25 (I had my phone out because I'd planned on taking photos.) Their order was taken by a waiter at 11:30. We waited, and finally after waving at a waitress, our order was taken at 11:40. A 25 minute wait wouldn't have bothered me if it was crowded - or if people who were seated after us weren't served first. We both ordered the Country Breakfast Plate ($14) - two eggs, choice of sausage or bacon, potatoes, and biscuit with maple syrup butter. The food was good (we both asked for our bacon ""crispy"" and they nailed that), but no maple syrup butter, and we had to ask for that and for salt and pepper (not on the table). But they didn't come, and plate and biscuit were getting cold. So I went inside to ask hostess if someone could bring the butter, and to tell our waitress that I would just pick up salt and pepper from an uncleared table. 

Again, the food was good - nothing outstanding. But after we were done, and plates were cleared, no check! My friend had to go inside to ask for the check. By this time there were people lined up waiting for tables - tables could have been turned much faster if folks got their checks! Oh, and a whiny comment - most restaurants, when they know you're celebrating a birthday, at least would put a candle in your biscuit (the one without butter) or comp one hush puppy, or wish you a happy birthday as you left - or something! I really appreciate my friend's treat - but I'm sorry I picked Danville Harvest.",2,0,1,0,0
"I ate lunch here and started vomiting ~6 hours later. The only other food I ate that day was oatmeal and vegetables I cooked at home, so it's very likely that I got food poisoning from eating here - specifically I believe the shrimp papaya salad made me sick.

I wish I had looked at their health scores before eating here - the critical violation of ""proper hot and cold holding temperatures"" shows up repeatedly, including on the most recent inspection. There's even a Yelp review from Feb 2016 that mentions sushi and shrimp on a salad being held in a non-functioning cooler. Probably the banh mi is ok safety-wise, but I would definitely avoid the packaged food (and obviously I personally will not return here).

----

Some other info:

They're cash only. They serve banh mi and noodle soups, in addition to prepackaged food (that I would avoid for the above reasons). I tried:

- #7. BBQ char siu sandwich (banh mi xa xiu) ($3.50) - very good value. The bread isn't super great but it's toasted; overall tasty and for the price you really can't complain.

- Shrimp papaya salad ($4.50) - low quality shrimp probably made me sick. The box in the display fridge outside is just papaya and carrots, but I bought it assuming the rest of the ingredients were probably underneath. When they weren't I returned to ask about it (and got the response ""Oh, you wanted shrimp? Some people don't like it, you know."" ???) but they took my box into the back and gave me a different salad with shrimp/peanuts/cilantro a few minutes later. Besides the shrimp it wasn't horrible but it definitely wasn't worth the food poisoning.",1,5,11,2,0
"I ordered pizza today from Gaspare's. However, while I ate my pizza I was disgusted, because I found a bug on the crust of my pizza. I started to feel extremely sick. I brought the pizza back to the restaurant and asked them to remake it and to give me a refund. They were extremely rude and did not even apologize. Their response was ""Do you want us to remake the pizza or not?"" Also, they refused to give me a refund. I will never go back there again.",1,0,0,0,0
Irk if they are under new management but my boyfriend and I attempted to pick up our pizza order Saturday night and it was literally a night event going on that the whole place was filled with loud music and people dancing etc to where we just said screw it and walked out...... what's the point of being a late ought pizza place (tradition in Hayward) if it's going to be difficult to pick up and nearly two hours if delivered...... not too sure what's going on but I'm not the only one who isn't satisfied with this.,1,0,0,0,0
"I would not recommend ordering a burger in the morning for breakfast. The first time I did it was ice cold and there was a hair in it. I tried a second time today, (about a month later) thought I'd take a chance... they covered the burger in salt and hid it under the cheese. I bit into it and it was terrible. Uneatable and so gross!",1,0,0,0,0
"Review #138 - 2019

I had this place bookmarked after seeing that it's a new spot with some good reviews.

After our shopping trip at 99 Ranch, the boys & I were starving so we couldn't wait another 20 minutes for New Dumpling to open up at 5 PM. That was a big mistake, we should've waited!

We showed up around 4:40 PM & were seated right away. We actually found a parking spot right in front of the restaurant so we were pretty happy with ourselves.

After seating us & giving us our menus, the waitress went back to doing her chores & sweeping. She came back about 10 minutes later to take our orders.

I went to the bathroom & came back to find that she'd brought us some plates & water. My plate had a piece of hair on it & my water glass looked filthy so I asked her to get me a new set.

When she came back, I noticed she was wearing the same pair of gloves that she used to clean with so I was turned off. She kept her gloves on the whole time that she was serving our food. I'd say that's not proper food handling practice!
 
I ordered the green onion pancake to start off with since that's probably the only thing that my daughter could eat, but she only ate one piece & the boys finished the rest.

I also ordered the salt & pepper wings for the boys to share since they were starving, but it showed up last so I ended up eating it as my meal. It's probably the only dish that we all agreed was worth eating.

I ordered the Hainan chicken rice plate as my main dish & I couldn't eat more than 2 bites because the chicken smelled terrible. My son ended up helping me finish the rice, but he didn't touch the chicken at all.

My son ordered the black bean noodles, which he ate, but complained about the whole time. He just said, ""mom, let's not try a new restaurant next time we're starving to save ourselves from this type of disappointment in the future."" I highly agreed!

My nephew got the jiangxi noodles, which was actually ok.

Overall, I should've known that I'd be disappointed since the menu already stated that they don't use MSG. I have eaten at enough of these places that claim not to use MSG & brag that their food is still tasty. Sorry, but everything was super salty & we will not be coming back.

After we left the restaurant, my son started complaining of feeling like throwing so it must have been the Hainan chicken rice plate that got to him.",1,8,29,16,0
"Okay, I gave this place a month to right the ship and, if possible, it was worse than the first time. 

Good news! They do have beer on tap now, but that's the only good news I experienced...

I ordered the ""Hot"" Nashville sandwich, which they were serving this time. Unfortunately, 20 minutes later, this sandwich came on a stone cold bun and the meat was barely warm when I bit into it. 

I sent the sandwich back, telling the waitress it was cold and, twenty-five minutes later, she brought me another sandwich on another dead cold bun. I didn't even try to bite into it this time and asked for a refund and sent it back immediately after just touching it to try to sense some warmness. 

Astoundingly, when I asked the ""crew"" if they customarily served these hot sandwiches on cold buns, I was greeted with nothing but blank stares... amazing!

This place needs a serious kick in the butt to bring it up to the high standards set by the other branches I have visited and I hope they get their act together soon. They will not be getting me back anytime soon...",1,1,0,1,0
I was in San Francisco last week. A group of fifteen of us decided to go to this restaurant for dinner on Sunday 10/20/2019. We ordered Tahdig with Ghormeh Sabzi and Fesenjoon and Gheimeh Bademjoon. All were good except Badmjoon was placed on the plate cold. We all ordered Soltani at$45 a plate. I have had Soltani at many persian restaurants. This was by far the WORST I had ever had. The Koobideh was very thin and falling apart. Both Koobideh and Barg were burned black. The waiter disappeared afterwards. I guess he had noticed the junk they placed on our table and did not want to hear about it.,1,0,1,0,0
"I've been eyeing this dim sum location for a long time based on its reviews, but was pretty disappointed. There's a good amount of seating, but interior seemed pretty old.

Tins offers many traditional dim sum dishes, but quality was low compared to some other places in the East Bay. 

-Siu mai: 4 pieces and were small. The meat didn't taste fresh
-Beef balls: Standard, I liked the chewiness.
-Fried pork dumplings: 3 pieces, came out cold
-Beef stew and rice rolls in clay pot: Don't even bother. The beef was tough and had a sour taste. Rice noodles plainly tossed in a light soy sauce/oyster sauce concoction topped with a few pieces of green onion.

Probably won't return because there are many other dim sum spots in the Bay Area that deliver at a higher quality at almost the same price.",2,0,2,0,0
"I have visited this establishment, once by myself, at the recommendation of a colleague, and once with my wife. I ordered the lasagna both times: the first time, it was so-so, so I gave it another try. Still the same. Overpriced as well. 
The second visit, my wife ordered the shrimp scampi which came out like soup with entirely too much lemon. She didn't eat it. 
I hear their prime rib night is to die for, so I plan to give them one more chance to redeem themselves. 
They also leave their door open when the restaurant is closed. Irritating to walk in an unlocked door and be refused service. They should put the closed sign on the door!
Even for California, the prices are too high. Should have a hostess on duty.
Bruce Strickland 
El Retiro, Colombia, South America",2,0,0,0,0
"I am basing this review on the entire experience, not just the food. The only thing that was good was the pizza. It wasn't the best, wasn't the worst, just right down the middle. 

The problem was the other people in the restaurant. There was a birthday party or a quinceanera or something going on over in the large section to the left. And the game was on. The one where Manning beat Farve's TD record. Much too drunk and much too loud. We couldn't sit in the middle section because all the available tables were dirty. So we were forced to sit in the game area. Prior to sitting down, I was almost mowed down by some fatty at the salad bar. Ironic, huh? 

It probably wouldn't have been that bad, but these unruly, sticky ass, nasty kids thought this was a damn playground. I don't care if it's got a few arcade games, it's still a restaurant. These parents were horrible. Not once did they keep their kids in line or check on them. One kid ate shit running around and hurt his leg. He was on the floor crying. No parent came to check on him. 

I then told the guy at the counter we wanted to change our order to go, and told him why. He acted like he didn't really care about the craziness in his restaurant. Then again, I am not spending hundreds of dollars on pizza for a party. But, unlike the patrons at the birthday party, I Yelp.

Oh, and after I ordered, I went to the bathroom to wash up. No paper towels. No, they weren't out, they don't offer them. They do have an electric hand dryer though. Too bad it didn't work. 

Pizza is pretty much pizza. I would recommend going somewhere else.",1,3,7,0,0
"Pizza is ""hot and ready"" only if you call it in 30 minutes before pick up. Even then, you will be waiting another 10-15 minutes for your order. 

I wouldn't mind if the customer service wasnt absolutely horrendous, but unfortunately it is.",2,0,1,0,0
"The fried rice was decent... my other dish was forgettable. When I got home I opened the order of deep fried wontons I got and there was nothing inside of 5 of them, lmao. The other two had one small nugget of chicken that was bouncing around inside of it. Kind of made me giggle, totally egregious... $7.45 for air stuffed fried wontons... are those considered vegetarian? lol",2,0,0,0,0
"first visit here. 

we ordered:

1. boba tea
2. Vietnamese ice coffee 
3. crispy spicy chicken 
4. bangkok kt noodle with pork belly plus all free toppings 
5. pork belly jian bing

review:

1. boba tea: good/ok can taste the oolong. boba is slightly under cook. rated this as 2.5 out of 5. 

2. vietnamese ice coffee: meh. tasted like artificial creamer. very sub par compared to many standard places that sell vietnamese ice coffee in bay area. rated 1 out of 5. 

3. crispy spicy chicken. texture: good. crispy. lightly breaded. taste: blah. plain. very dry inside. cannot even taste any salt nor spice at all. without the crispy texture and the sauces available on the condiments table, this would rated much lower fir me. rated: 1.75 out of 5. 

4. bangkok kt stir fry noodle: not sure how to put this kindly: uneatable. noodles were slightly over cooked (too soft). very sour and no heat. absolutely would not be able to sell this noodle in bangkok, not even on the cheapest street version that we had in bkk recently. 1000000000000x better there. 0 taste of bangkok in this noodle. absolutely not a chef who made this noodle or the standard recipe was completely bad to begin with. had to pour in the thai sweet sauce (3 cups) into the noodle before they are eatable. 

twas a soft sour unappetizing blobs. absolutely not recommended. -10 stars. travesty of any noodle. 

5. pork belly jian bing (ordered extra, extra crispy)

did not come that crispy (crispy inside a little). 

we actually like this one. if this was the only item we ordered plus the boba tea, the rating would be much higher overall. 

good flavors inside. good combination within the jian bing. will come back for this one alone. 2.8 stars out of 5. 

overall rating for this visit 1.49stars. would be below 1 without the jian bing and boba tea",1,0,1,0,0
"Great place to eat, great service, great staff. Today's experience was bizarre. Usually get bacon and eggs but this time the bacon tastes horrible. Had an extremely odd taste to it, not sure if it was pre cooked and had been sitting for awhile but it was terrible. Wish I didn't order an extra side, didn't even end up eating any of the bacon. Sucks oh well.",1,0,0,0,0
"I guess I came in on a bad day. Because this place was really good before when my mom took me here during her lunch. It's disappointing, I had high hopes taking my GF here and it's just not as good anymore. Most likely never coming here again. Ramen tasted like the instant kind. Meat seemed dry and recooked....not recommended",2,0,0,0,0
"We have been coming to Ajanta for many years! And, I would always order Chicken Tikka Masala. Last night, my family and I went to Ajanta and of course, I ordered Chicken Tikka Masala. I am sorry to say that the chicken was very tough and I could hardly cut it or chew it. And, the chicken was tasteless. I know that the chicken is marinated in a yogurt and spice mixture which adds flavor and tenderizes the chicken...but the chicken I was served last night was awful...and I left over 3/4 of it. My husband and son also told me that their dinners were not as tasty as they expected...and we were disappointed and sorry that one of our favorite restaurants is serving food that is not what we hoped it would be.",1,0,1,0,0
"I really want to like this place. My family seems to be impressed with the cleanliness of the restaurant, the friendly staff, and the delicious food. I agree with them except the latter. 

My clams were very dehydrated. The clams were shriveled up in the shell, meatless. The rib eye looked very dry and thin, granted my son and brother liked it. The crab appeared very enticing with all the veggie decoration that filled the shell. Again, I expected more crab meat, but that was not to be. The sauce, however, was yummy. The desserts felt store bought that was simply warmed up and served. 

We came on a busy night. Per our server, he has not seen the place bustling as it did that Saturday night since they opened two months ago. Funny that for a busy night, our party of nine had no wait time, the waiting area was bare, and the place pretty much looked chill. 

On the up side, the wait staff was very accommodating, friendly, and upbeat. My son and husband went back since my son really liked the food. Unfortunately, my husband did not like the place either.",2,0,1,0,0
"I was SO excited to try this place out, but it unfortunately disappointed me :(. I'm a huge Asian food lover and especially enjoy trying cuisines outside the usual realm, like Malaysian, Nepalese, Singaporean, etc. Given the reviews I was stoked to check out this Malaysian spot. I had eaten at Kedai Makan in Seattle and was jonesing for something just as outstanding.

I ordered the Hokkien Mee Noodles as my dish. I waited about 10-15 minutes before it was ready in a to go container. The dish looks fantastic, which got me eager. 

However, upon digging in, I found a sweet, ultra saucy, dish. There was literally sauce (tasted a bit like soy sauce) just sitting at the bottom, and a white sauce that contributed to the sweet intensity on top. This dish could have been SO good if it was sauced less and wasn't as sweet as it came out to be. I had to douse it in chili sauce and dry out the regular sauce with a napkin. 

Take caution coming here. If you prefer subtler flavors that are tastefully brought together like me, you may not enjoy this food. But if you like bold super saucy options, this is likely your spot :).

I'll update this review if I try another dish :).",2,0,0,1,0
"Actually I would say 2.5 stars. The meal was decent and the prices was a little higher than other places. The miso soup was somewhat bland and salty. The portion of the protein was quite small compared to the portions of the other items served with the meal.

We had to ask two waitresses for the edamame beans appetizer for checking in on the Yelp app and had to wait 15 - 20 minutes to receive it. After receiving it from one waitress, the other one almost immediately brought another portion and was upset that we had already received it. Then, she looked around the restaurant and served the bowl of edamame beans to another table of patrons who stated they didn't order them, but ate them anyway.

The reason for my star rating is due to the lack of customer service, having to wait a long time for our meal to be served (other parties that ordered after we did were served before us), and being rushed to pay the bill. However, there was only one other table being occupied at the time...so it was not busy at this time.",2,0,0,0,0
If I could give this place ZERO stars I would ! The service here is terrible and the employees are rude.,1,0,0,0,0
"I didn't care too much for this place. The line to order moved really slowly. Also, with this free for all system and the fact that this place won't cook your food until you have a seat does not entice me at all. I had spent way too much time here just waiting. We even came a little after the typical lunch rush but still didn't finish up until after they were closed. There was even a really rude customer here with his wife and daughter who had the audacity to sit at a table I was waiting for with the people still finishing up their meal eventhough I was there before him. Rude!!! 
I tried the ton-katsu donburi. It came with a side salad and miso soup. I expected the katsu to be more crispy but it was actually pretty soggy. The rice was chewy and there was some sauce mixed with it but really not enough to mix with all the rice. They could have mixed more in forsure. However, the meal was pretty heavy so I didn't really finish it and took it to go.",2,0,0,1,0
"It is sad when a restaurant that once prepared good food has such a noticeable slide. The ribs and eggplant were inedible as the ribs tasted old or spoiled. In addition they were not cooked properly as they were tough instead of falling off the bone tender. We should have left immediately when the laminated menu presented to us was incredibly soiled. It was so bad that I mentioned it to the wait staff but received no response.

Although I enjoyed slip and slide as a child I do not enjoy it in a restaurant's rest room. All manner of fluids provide a challenge to negotiate the restroom's floor. I have never felt like a restaurant was less concerned with my enjoyment, sanitation or satisfaction.

Ironically while the caliber of this restaurant has declined precipitously management has chosen to significantly increase prices. Daimo has a great menu but very poor execution. Unless management and the kitchen staff change you might want to save yourself the disappointment.",1,0,4,0,0
"I really hate to give this place a bad review, so I'll start with some pros. 

Service was good! We had a kind worker serve us. She even hand delivered our drinks to us. Interior was really clean and nice! Seems like a good space to hang out in. 

Now for the cons:
I got a rose black tea and my friend got a milk tea. The rose tea was very sweet and had an odd flavor--not my favorite. Boba was watery and not flavorful. 
The only way I can describe the taste of the milk tea is mushy peas????? Like baby food??? It definitely was a taste that was anything but milk tea. I don't know. Weird. 

Also another weird observation: straws were not individually wrapped and next to several containers of seasoning powder (ie garlic, onion powder etc). Cross contamination??? Maybe we can try a straw dispenser?

Not my best boba experience. Hope it gets better :/",1,0,0,2,0
"Must have been short handed today, it took a long wait before we got one of our entrees. After 20 minutes, our other entrees still have not come,and the waitress calls out to us from another table that the entree we got should have gone to another table, but that we can eat it first since it was served to us. Obviously this is their mistake, better to have kept quiet about it instead of seeming to do the customer any fake favors and blame them.",2,0,1,0,0
I just ordered a 6 dollar grill cheese sandwich and to my surprise its extremely small specially not worth 6 dollars. I seriously thought it was a joke,1,0,0,0,0
"The food was pretty good, but not nearly as tasty as the San Rafael location. The margaritas were so so. And, the service subpar. Our server, Bonny, came across sarcastic and condescending. The two benefits were the good kid's menu and a live band.",2,0,0,0,0
"2 stars, very basic and not very good

Chicken plate 

Chicken was over cooked? How you over cook thighs? Super salty. 

Mac salad was basic taste like came from jar not fresh didn't eat it, kicked it off my plate as you can see in my pic, haha. 

Rice was good didn't mess that up thank goodness. 

Cabbage - nasty old shredded that's just lazy ass stuff. Supposed to be quartered and steamed so we can eat it duh. 

Tables most are dirty and Not cleaned 

Ac nope hot as heck in here

This place is not very good I won't come back",2,1,0,0,0
"OK Noodle was not OK. It was bad.

Wait time - Despite being the first two customers at 11:05AM Sunday, it took them more than 30 minutes to get our food. The tea wasn't ready even at 11:20 and told us we had to wait.

Vegetable Noodle Soup - Lacked flavor, dumped chugs of red vinegar to bring out any taste. Asked for flat noodles, and the waiter said ""sorry, we can't do that for you. Maybe nex time."" They didn't even give me the option to order another bowl, just ""sorry, no.""

If the restaurant's specialty was in hand pulled noodles, why would they not offer it? And instead be resistant to letting you order it?

Tomato Beef Noodles - Average, pleasant tomato taste.

Beef Noodle Soup - Ordered to go and they gave me regular noodles. I sent it back to the kitchen asking for flat noodles again. It was much better than their regular noodles. The soup overall was OK. Had to wait another 15 minutes for the flat noodles.",1,1,3,3,0
"TL;DR Food poisoning guaranteed

I would be very careful if you choose to eat here. I am not joking when I say practically everything they serve has spoiled in some way. Boiled broccoli was grey/brown when served, radish kimchi was not crunchy, the list goes on. When they served our entrees (Mul Naengmyeon and Seolleongtang), the meat was off and funky. Also the broth in the cold noodles was already pretty sour before we put any vinegar in, which is definitely not supposed to happen. I usually put a price to value on my reviews, but I cannot in this case as I would not eat it even if it were free.

EAT AT YOUR OWN RISK!",1,0,1,0,0
"Filipino food seems to be on the rise here in San Leandro! I had never heard of this place near my home until I came back recently for a visit. While the usual tapsilog meal I get is in Hayward, I figured this would be worth a shot on a sunny afternoon.

Parekoy Lutong Pinoy is a family owned business that sits on the south end of East 14th. I came here with two things in mind: their pork sisig ($11) and the lumpia shanghai ($9). In order for you to use a credit card, you must spend at least $20, so I tacked on a side of garlic rice to get me to that point.

Luckily I did because that garlic rice honestly saved the meal for me.

The crispy pork sisig was interesting. I had never had sisig that was filled almost entirely with onion and mayo. There was a lot of overpowering flavor in this dish that eventually I gave up on trying to finish it. Each bite needed to be combined with garlic rice to make it more edible. It wasn't a terrible sisig (and quite frankly, the first few bites were great), but after a while they needed to be thrown out.

When I bit into their small pieces of lumpia, I was sad that the flavor I was expecting was not there. The lumpia was okay but I felt it could have used better frying oil. It also seemed pricey overall for my meal.

I'm sad that Parekoy wasn't able to deliver for me. I am going to stick with my usual spot elsewhere.",2,4,3,2,0
"No matter what day of the week it is , there wait time is ALWAYS over 40min-1hr. They need to hire more employees and have better management all the reviews are always the same . Smh",1,0,0,0,0
"I used to say ""I love North Beach Restaurant""...now I don't. Their prices have gone up an up and the overall quality and ambiance has gone down.",2,0,0,0,0
"Food: 4 (+1 for the amazing poached egg)
Price: 2 (pricey for two meals, drinks and an app)
Wait time: 4 (ordered and sat down within minutes)
Service: 1

*Will not be back! Too many ramen options around to come back to a restaurant with lousy service.

Three of us walked in an ordered before sitting. The server read our order back correctly and we sat down to wait for our food. Two meals came out and the continued to wait for the last meal. After some time and watching many other meals leave the kitchen, we decided to ask where our missing meal was. The server who took our order never took down our third meal(ordered before the other two meals). At this point our two meals were almost finished and we did not wait for the third meal. Angry and hungry we left in search of more food.

With such a small spot, I really do not understand why it would be so difficult to circle back to your guests and ask how the meal is? If they came up to us at some point after the food was delivered and not before, this would have been an easy irritation to avoid. Not quite grand opening service...",1,1,0,0,0
"This place has a bunch of my pet peeves. First, you have to order at a tablet. But it doesn't allow any customization. Your son allergic to tomatoes? Too bad--you get it the way we make it. Even McDonald's let's you leave out the tomato. Then the tablet asks what tip amount you want to leave. Tip? For a tablet??? (Is the tablet going to spend the tip money on a new sd card? :) No self-serve restaurant should be asking for a tip--it is embarrasssing and insulting, especially so when it isn't even a person. Starbird up the street used to do this and finally took it out after complaints. 

We finally got the 1 employee to take our order so we could customize, but he was very annoyed by this.

The burgers were okay, which is why it gets more than 1 star. The tea, though was completely tastless--like they had just colored the water.


Go to the Habit--they have friendly employees to serve you and their tea actually has flavor. And their burgers are also excellent and don't cost $15.",2,0,0,0,0
So I've been trying to get in contact with the management here since December 29th and they took my name and number but no call back about money that they accepted from an online order I had made when it was closed on the 24th. I would like my refund back and it shouldn't take this long to get it.,1,1,0,0,0
"Um they need to seriously update their menu b/c it looks sooo tacky when they use white-out & sharpie = unprofessional. Like seriously, almost every page has white-out. Some of the dishes that they have on their menu has ""N/A""... What the heck... then remove it..

We checked on Yelp & specifically came to this place b/c of the Happy Hour special, just to be disappointed that they got rid of it. Bummer. We all decided to just stay & eat here since we all have never been. 

While browsing through the menu, we wanted to try their cheese corn b/c it looked good (our server also highly recommended it). We then had a convo about how there is not many places that offer cheese corn. We excitedly placed 2 orders of cheese corn hoping that our day would get better with the cheese corn. 5 minutes later, our server came back & said that the chef ran out of cheese corn...... Ugh.. just what I wanted to hear!!! Disappointed yet AGAIN. 

The only thing I liked was how the Lion King roll (baked salmon on top of California roll) was $8. Normally other places charge a little bit more so I was really happy about that. We didn't have to sacrifice the quality with the price. The other rolls were just meh. Nothing special. Not much interesting or unique sushi roll selections. They all seem to taste the same after a few bites. On a good note: they gave each person free miso soup! Idk if they normally give that out or b/c we didn't get our cheese corn (I forget).. 

Ok so not having HH special did not stop us from ordering drinks. We got Pineapple Soju, which was not bad. We made sake bombs (first timer ayy!!) & I would like to give a s/o to our server for being so accommodating & providing us with more chopsticks as it fell on the ground :/ oops lol. 

Hmm I think I would ONLY come for the Lion King roll... b/c of the price. As for yummy & unique rolls, I suggest going to Cha Cha sushi (sorry not sorry).",2,2,2,1,0
"I seldom gave bad reviews but I'm honestly very disappointed with their quality / taste of food. 

We arrived at 5:30pm and waited for 30 minutes to get seated. There are plenty empty tables with the prior customers leftovers but the waiters are too busy with taking care of other customers and checking with the kitchen to clean them. It took us longer (for about an hour after we ordered) for the food to come to the table. I'm generally okay with waiting if the food is good. I've had many Kalbi Jims and this was honestly the worst among all I've tried in terms of flavor and most expensive in terms of portion. 

Spicy Kalbi Jim 1/5 
We ordered the large spicy Kalbi Jim. It had too much sauce covering the short ribs and veggies, making you only taste the sauce and nothing else. And it's definitely way overpriced: 6 short ribs in a large portion. If you want to come here for their Kalbi Jim, I would recommend Daeho in SF Japantown or Sun Nong Dan in LA. 

York Jeon 3/5 
Nothing special about the wayu. I won't order it again for $23. 

Kalbi Tang 4/5 
The kalbi tang was pretty good and the kalbi was pretty tender. but they gave too much bean sprouts:( it makes the entire soup taste only like bean sprouts. 

Environment 4/5 
Like they positions themselves as a modern Korean restaurant, the interior is very modern with a black themed building and booths. 

Service 4/5
The service was very good! The only thing that makes me feel back about giving a two star review is the service. The staff are very friendly and they felt very sorry about us waiting so long for the food and they gave us another set of the banchan.",2,0,7,0,0
"Place is super cute bt food had no flavor only like 5 options available for ""brunch"" bt it's already 12pm. Our food was mixed up. My sister got her plate, than like no lie 10-15 min later I got mine. For me not authentic Mexican food at all. Mayb dinner menu is better. Personally I wouldn't recommend",1,0,0,0,0
"If there is one thing a Southerner can be proud of (and there may just be the one), it's the traditional flavors of Deep South cooking. Enter NOLA: What a sad state of affairs and total disappointment. What happened in the last year? Food used to be decent at least. I considered contacting the owners first but decided there is no way they would care. If they did, I wouldn't have had this regrettable experience. I know gritty, hole in the wall eateries well. and have frequented many in my life. The environment here in no remote way impacted my experience. The food was just awful and way over-priced. I'm from the South and have eaten in dozens of New Orleans restaurants over the last 30 years. The worst I've had beats NOLA hands down, served cold in the rain. I got eight 45 count frozen fried shrimp that were fried until every drop of moisture was wicked from their shriveled carcass for just $13.90. The price of a pound (45 shrimp) of domestic raw shrimp from the seafood counter. I know my shrimp. My grandfather took me shrimping in the summers. This shrimp was embarrassed to be served. Also got a 1/2 bowl (12-16 oz) of Red Beans and rice that was no better. Minute rice, 4 quarters of a 1/4"" round slice of link sausage (about 1.5 ozs sausage) served in a mush of bean porridge with no depth of flavor hardly needed teeth to slurp down, for $9.95. In fact the only flavor that came through was hot peppers. As if they thought numbing your tastebuds would mask the total absence of flavor. The folks are from New Orleans? New Orleans, Minnesota, maybe. This food wouldn't be served in the worst, cheapest restaurant in New Orleans. And this is a cheap dish to make. 
If this had been one bad dish i would have given them a pass. But not for 3 bad dishes. Po-boy is in your name. I just feel sorry for the po' boy that eats one. Please don't think this is creole cooking. To the owners: please close up shop today and find something you can be passionate about. It clearly isn't the flavors of New Orleans - not any more anyway. 
Standing proud for the rich heritage of Deep South cuisine and calling out those who carelessly tear it asunder.",1,1,1,0,0
The food is good here but the customer service here is really awful . The owner she is very rude and unfriendly and unwelcoming. I tried to talk to her she is very short one worded. As we waited for our food another customer came in and she was rude to him. He told her about herself and said he will never come back here again. And she was like ohh well and mimicked him right in front of us. I think maybe it's time for her to retire and let her family take over and run the business because her patients and temper is very short,2,0,1,0,0
